Business_id,Name,Categories,Stars,Text,Useful,Funny,Cool,Date,User_id,City,State,Latitude,Longitude,Address,Sentimiento
AGZlpvY8u_WcmznFv0rlTA,Three Brothers Grill,"Restaurants, Seafood, Mexican, Breakfast & Brunch",5.0,This place is the best. I've tried every restaurant in Phoenixville and these guys are the current best Mexican food! They're tacos are perfect. I love the fresh cut pork. They're sauces are all really good. And! They do breakfast!!!! Just got the sausage egg cheese burrito last week and it was awesome! Place is super clean and everyone there is really nice.,0,0,0,2020-01-21,SHfkquic9nWq34RJUT0H_w,Phoenixville,PA,40.1333782,-75.5157823,17 S Main St,Positivo
zDa4ND_0RV8Jp0fdBs2mgA,Taqueria Corona,"Mexican, Restaurants",5.0,The food is always really great and the workers are very nice. I love it! I've never had anything that I didn't absolutely love here.,0,0,0,2020-10-15,qMprB9Sebv7C6UsTDPhxcA,Harahan,TN,29.9655599,-90.2058023,1827 Hickory Ave,Positivo
OIGWeqqmbLUkbs2GmJSuvA,Villa Mexican Food,"Mexican, Wine Bars, Nightlife, Restaurants, Bars, Beer Bar",5.0,"I love Villa. Definitely one of the best Mexican food options on the NW side. Today I dined in and had the carne seca. It was delicious. Spiced just right and served super hot. Beans are quality, you can tell a lot about a Mexican food place by their beans and tortillas and Villa does both perfectly. The staff is super friendly and very accommodating. Hope that business remains good for them.",0,0,0,2021-03-08,LHP6_8Ix_KyjajvufOKvHA,Tucson,PA,32.338255,-111.028477,2840 W Ina Rd,Positivo
CpaCtUbaj4rXglg8604r4Q,QDOBA Mexican Eats,"Fast Food, Caterers, Event Planning & Services, Mexican, American (Traditional), Restaurants",5.0,"Queso and guacamole are no additional charge. 
The staff is super friendly. I did a brisket bowl and it was awesome. Why did I ever give Chipotle my business again?",1,0,0,2021-05-02,h5NTAEJ8nn07ROXsIsIauw,Avon,PA,39.7645724,-86.328072,10934 E US Highway 36,Positivo
i6DlLLxZ2iwQRxhUDx3TTg,The Adobe Cafe,"Mexican, Vegan, Restaurants",4.0,Haven't dived in but do order take out quite often.    Food is fresh and delicious.    A bit pricey but an awesome treat.   Filet tips to die for.    Burritos delicious,0,0,0,2020-02-22,1dECMVjTC4-LQaUFQvK6rw,Philadelphia,FL,40.0342316,-75.2191448,4550 Mitchell St,Positivo
Jl74HjB5sE6bBaI06vwQGQ,Los Agaves,"Mexican, Restaurants",5.0,"We have been coming here for the last 7 yrs that we have lived here. The service is always friendly. The food is fast, fresh, and is never disappointing. There is a full bar and my favorite....32oz beers. The staff here is great so come on in!!!",1,1,1,2020-05-04,3q6WArgXhpFPoV8-NWRgPg,White House,PA,36.4722512,-86.6753327,"301 Richard Wilks Rd, Ste 200",Positivo
KW7hDw16MIvR_gyNKzTvNQ,Taqueria Emanuel,"Mexican, Restaurants",5.0,No frills authentic tacos.Just a simple a place with good tacos.Packed at lunchtime.Great prices great food.,1,0,1,2020-01-22,8-3QRjDGZvcv6G6daKcIgw,Tampa,PA,27.965995,-82.493687,"2800 N Macdill Ave, Ste E",Positivo
7laa_NJJ55LqX9Nl-R6Phg,Red Cactus Mex Restaurant & Bar,"Restaurants, Food, Mexican, Seafood, Bars, Desserts, Nightlife, Burgers",5.0,"This is probably our favorite Mexican restaurant on the southside, used to be Mexico city Grill. 11 and Emerson but it seems to have changed a lot. Red Cactus has great salsa w/ cilantro, quick service, warm chips friendly staff, and it's right next-door to Franklin Central so we find ourselves there once a week or so now. Family of four and we can be in and out in about 30-40 min. Beer is cold!",1,0,1,2021-05-17,XorrHKNbvh_TJKUHYuxbUg,Indianapolis,FL,39.668669,-86.019953,8142 E Southport Rd,Positivo
ES5-3q2LzvChQWlhbFCZWw,Tacos California,"Restaurants, Tacos, Mexican",5.0,Ordered delivery last night. Burrito and tacos were good. Food was on time. They honored all requests made. Delivery was free. Will definitely order again.,0,0,0,2020-04-13,kEJkrR-tKup8lhxI2wyJTw,Philadelphia,FL,39.9364579957,-75.1569402963,1030 South 8th St,Positivo
-LH1mCYZYzxuqU90vemZDg,Tacos Cheesesteak Pizza,"Tacos, Mexican, Cheesesteaks, Breakfast & Brunch, Restaurants, Pizza",5.0,"Just tried this place for the first time and it was awesome!   Staff is very friendly and prices are good.  I had 3 tacos, chicken Tinga, el pastor and campechano.  They were all excellent, the chicken Tinga was AMAZING.  My wife had a Chucken Tinga burrito that was also great and huge!  Can't wait to try more stuff.",0,0,0,2020-08-20,9cktXpck4--ObwnpmXojRA,Downingtown,FL,39.974733,-75.682608,1186 Downingtown Pike,Positivo
5HuizbEg6qAIFwE9OAIxbQ,Cocteleria La Palma Mariscos Y Mas,"Restaurants, Seafood, Mexican",5.0,The quesadilla with shrimp is amazing.  I haven't had anything else because I really liked it and always want them now,0,0,0,2020-02-05,leMOR7VSm5z-0r60iJ90EA,Tucson,FL,32.2070443,-110.9681458,1143 S 6th Ave,Positivo
YNKGDscQjYLtx9V1IxrfCA,Tampa Taco,"Food, Pizza, Japanese, Ramen, Tacos, Restaurants, Mexican",5.0,"Family owned and the best quesabirria tacos on Friday& Saturdays!! They also sell birria ramen, pizza, &fries. Their asada tacos and surf & turf tacos are bomb too!Chamoynitos aguas frescas and candy are to die for!",0,1,0,2021-09-13,ftl4btwBScoUvoCw9L0d0w,Tampa,PA,27.9588042,-82.4889827729,2745 W Chestnut St,Positivo
FC8FASWUaatULnL7O5cn5g,La Bendicion Pupuseria and Restaurant,"Tacos, Mexican, Seafood, Salvadoran, Restaurants, Latin American",4.0,I will definitely have to check this place out again. I went here during the pandemic so I'm not sure I got the best experience. I got the shrimp and chicken pupusas. I wasn't blown away by the chicken but the shrimp was amazing. Great flavors! I brought one home to eat the next day and it was good reheated in the oven.  I'd love to check out their breakfast and other menu items sometime but likely after the pandemic.,0,0,0,2020-11-20,USfovyfryenT69j_tGmI-A,Trenton,IN,40.20834,-74.738408,929 Liberty St,Positivo
pk8P7R4mKiIGTvpRwt4x_A,Taco Bell,"Restaurants, Tex-Mex, Breakfast & Brunch, Fast Food, Tacos, Mexican",5.0,"This is my favorite Taco Bell!! I come to this location at least twice a week, every week.  All the employees are nice and food comes out fast. The food is never thrown together or sloppy like at other locations. Thanks for single handedly saving my quarantine Taco Bell!!!",0,0,0,2021-01-29,Zix6hvnEfpmvJeVRn9weqA,Franklin,FL,35.96638,-86.808876,1715 Galleria Blvd,Positivo
UEVrsWZ_1JmQ_l2jWcRYNQ,Cilantro Mexican Grill 5 Points,"Restaurants, Mexican",5.0,"I love this place. Extensive and interesting margarita selection, gigantic portion sizes and tasty quality food. The patio out back is great during nice weather. My go-to neighborhood Mexican food spot. Highly recommend!",0,0,0,2021-05-07,7SsKbioZO7C-JqTr2C5-_g,Nashville,PA,36.1776154,-86.7521866,972 Main St,Positivo
XnKEQBo8X5zgCUP54XRNLQ,ChickeNuevo,"Mexican, Restaurants",4.0,Closet thing to our favorite joint in Rocky Point.  Makes for a quick and easy dinner. Great tortillas!,0,0,0,2021-04-13,_zOaeeS1HxRzCdDydMIe9g,Tucson,FL,32.250108,-110.926384,3102 E Grant Rd,Positivo
X35j3Upv4pHPiFgEWWx-lA,Tortas El Guero,"Restaurants, Mexican",5.0,"Absolutely love this place. My boyfriend and I get a grande steak burrito every time. Sometimes we each get our own, but one is really big enough to share. Authentic and delicious.",0,0,0,2020-01-18,TX7HdJQSJcC7w4_ybEVA-g,Indianapolis,IN,39.7595202605,-86.0705701634,5698 Brookville Rd,Positivo
v6VojlJI0E70pAArNYmGpA,Chipotle Mexican Grill,"Mexican, Fast Food, Restaurants",4.0,I don't usually do Yelp reviews of fast food. But this place definitely had its act together. Fast friendly service and the food was good.,0,0,0,2021-01-02,Hq3KhYOeamz-fQ3bJL8BIA,Reno,MO,39.4387208542,-119.761198,"537 S Meadows Pkwy, Ste 100",Positivo
9-VA_4nL0QfvhO8LMcBIfA,Michoacán Taqueria Raspados,"Restaurants, Food, Shaved Ice, Mexican",5.0,Wow this place is completely overlooked! This evening I came here to try an infamous Mexican fruit drink and got the Lime Slush (Large). I also was able to get a chili straw as well. Really great and authentic taste!,1,0,1,2021-05-19,bIk3j3Iyc7CrophbQRS5Zg,Tucson,TN,32.2657811,-110.9954778,3235 N Flowing Wells Rd,Positivo
61q-hsw2f57aIpwTvSPP6A,Jalapeños Bar & Grill Broadway,"Seafood, Restaurants, Mexican, Nightlife, Bars",5.0,"Authentic, very friendly staff. The fajitas were delicious. Their chips and the salsa, cheese dip and bean dip were also delicious. I recommend trying it out. They are social distancing tables and cleaning. Staff wear masks. The strawberry daiquiri was bilberry tasty.",0,0,0,2020-08-05,Ra8gOC90tP6WLNHywRiJ2Q,Boise,FL,43.594026,-116.194039,1555 S Broadway Ave,Positivo
50U2XFZe8ZmGb4zxvwR-zA,Taco Bell,"Fast Food, Tacos, Mexican, Tex-Mex, Restaurants, Breakfast & Brunch",5.0,"It's taco bell ! 

So saw all these bad reviews and went to check it out. I Did online mobile app ordering three different times of the day in a week before making my review.

The staff was friendly fast and each item ordered was made with care no smashed tacos, no cheap filled portions it was exactly like pictures show it was a great experience for me all three times !

1st was midday mid week a full order of chalupas and burritos with some Loco tacos the ones with the flavored shell fast and quick to order and pick up. 

2nd was late night weekend line of cars on Saturday night ordered on my way through the app. Got there and the line of cars whipped out fast within 4 min pretty fast for over 8 cars in line including mine.

3rd was a Tuesday evening on popular taco Tuesday and they were fast courteous and on point.

The reviews for delivery you might as well ignore most food isn't meant to be delivered and sit on wait for pickup and the on a drive to your house if want fresh fast and delicious go to the place !!

If your ordering from your couch expect couch expectations there are so many factors from your delivery driver to the traffic to how they handled your food it isn't right to review negative to the location itself try different times and then post in my opinion.

Again this is my experience and what I witnessed in my own time on my own dime. See for yourself but this locations kicks it right.",1,0,0,2021-06-01,njlmUtEtCBzkrF6L0L4uGQ,Indianapolis,TN,39.65081333,-86.1217937341,2390 E Stop 11 Rd,Positivo
mYMR0TTL7S7V-QQgSMj6dg,Fast Taco's,"Restaurants, Mexican, Food Trucks, Food",4.0,The quesadilla asada is truly amazing. The torta was a decent size and very delicious. Their tacos were good too even though they got my taco order wrong. At the moment we are still eating and we don't know if we should finish it all or save a little bit for later!,0,0,0,2021-05-17,Jsb2sdctDQ7nV40Jy3ZLeQ,Indianapolis,PA,39.8675081,-86.2019647,6154 Michigan Rd,Positivo
RTpL_IlOagg7YW7E2PKT4A,El Guadalajara,"Restaurants, Mexican",5.0,"Everything was fantastic! From the margaritas, to the enchiladas, to the fajita nachos, it is some of the best Mexican food that our family has ever had. Excellent excellent excellent!",0,0,0,2021-05-02,IJCW146pqYgYjrnrVK3RFw,Franklin,PA,35.9330975,-86.8782876,603 Hillsboro Rd,Positivo
U75BcfyoA1T29Zkkt7eI_w,Taqueria Viva Mexico,"Restaurants, Mexican",5.0,"Place is amazing if you're looking for an authentic Mexican restaurant. Food is the best in Clearwater with a homemade taste. Staff is awesome and will make you feel like at home. The owner, Jose, is awesome!",0,0,0,2021-07-23,SPat13kMnTtrkEffN_OCOA,Clearwater,TN,27.9682547,-82.7652794,1740 Drew St,Positivo
s8TE6aXrwEQmODAmYlguUA,Riliberto's Fresh Mexican Food,"Mexican, Restaurants, Breakfast & Brunch, Salad",5.0,I LOVE their street tacos. The restaurant is always clean and the women behind the counters are very nice and understand customer service. I went there two weeks ago for the fist time and have gone back 4 separate occasions.  Very well priced. Have had absolutely no problems.,0,0,0,2021-02-24,7ISvnqc-APFd-DmqlXMZdQ,Tucson,LA,32.2673038,-110.9776509,3344 N Oracle Rd,Positivo
azVL1LtOmNPFL0eqBVgKag,Taqueria Puebla,"Restaurants, Mexican",5.0,"Been going to this place since high school, it's a good little spot. Their limes sometimes be dry but for the most part it's straight. I get the asada tacos with everything on it, and they're authentic and shmack. Their staff is really nice & welcoming, I think it's a family owned business.",0,0,0,2021-07-27,shzI5af5gyhbvF1a2Ixefg,Indianapolis,TN,39.8918154,-86.0467277,7542 N Shadeland Ave,Positivo
FchhF21_mSSLI_VPrS7aWQ,Latinoz Food Market,"Latin American, Tacos, Restaurants, Mexican, International Grocery, Specialty Food, Caribbean, Food, Grocery, Fruits & Veggies",4.0,"Stopped in to see what was on the menu for dinner. The hot food was located in the back of the grocery store. Had a beef empanada that was crispy on the outside. A little plain - could have used some spices or dipping sauce. Very authentic, though. The place isn't really set up for people to eat in the store - it's really more of a take out place and a grocery store. However there were two high top tables near the register so we ate there. My aunt got churros that were fresh and hot. Really delicious! The soda machine wasn't working when we   Were there so we had to buy a bottled drink.",0,0,0,2021-04-23,fabHWk1yzEZun941djTdHA,Zephyrhills,PA,28.2323309,-82.1812379,5131 Gall Blvd,Positivo
w2ARyinSfR1oSz_UBpgh0g,Baja Fresh,"Mexican, Fast Food, Tex-Mex, Restaurants, Salad",5.0,This Baja Fresh location is great! I'm from Los Angeles so seeing this chain across the country makes me feel at home! The staff at this location is awesome and attentive to their customers. Thank you!,0,0,0,2021-04-03,HO--pTiA7w3m_kGGTq8qyA,Trevose,PA,40.1402600369,-74.9895519472,551 E St Rd,Positivo
f1itCgfaahTCTqaEPnSEgw,Las Fuentes,"Restaurants, Mexican",3.0,"Good food, but terribly over priced for the area since they closed & reopened after the fire. $15 for a plate of carne asada tacos is ok, if you're upscale & located somewhere a little more posh,  but it's not upscale & it's here in Arnold...no. Just no. They even start charging for chips & salsa after the first basket. Which is whatever, but other places don't have to do that. I'm just saying. I recommend a place called Las Brias In Pevely. Menu is huge and has photos of everything, and the same tacos, but with more sides & sauces  are $5 cheaper. Plus you get all the chips and dip your heart desires. DO NOT OPT FOR THE FRESH GUACAMOLE. They just over charge you for a buffet of fresh ingredients, but you are essentially making your own guacamole. It's not mixed at all, which might be fun for some, but someone like my husband or sister would have no clue what to do to make their guacamole tasty. Stupid idea. I get it, but its no good. Some ideas are just better left uncreated.",1,0,0,2021-05-16,9us20R0bnF1s_kD3OJKSzw,Arnold,PA,38.4404308132,-90.378850221,2198 Michigan Ave,Positivo
1XoIXcIttDtoDKYnMRHKRQ,QDOBA Mexican Eats,"Caterers, Fast Food, Event Planning & Services, Mexican, Restaurants",3.0,"This place used to be much better. It's gone down hill a lot recently. Ordered a tortilla soup and never received the ""soup"" part, the burrito bowls rice was so dried and old I almost broke a tooth. 

Customer service was just OK. About to give up this location once and for all. It's been 3 disasters in a row after being great for so long.",0,0,0,2020-02-15,5CbTPG6rukq0_3MJ-HwZkg,Conshohocken,PA,40.0950628886,-75.2886490971,"200 W Ridge Pike, Ste 108",Positivo
gaivwtEAWbJ5ZaBdzRYbZg,Tamales Nelly,"Latin American, Restaurants, Mexican, Food, Street Vendors",5.0,"I have no idea why the CENSORS AT YELP CHOSE TO PUT MY REVIEW IN YELP JAIL.  

Nelly's Tamales is located in the Chow Public Market.  This sweet lady prepares tamales every day.  Dozen $18, Half-dozen $10 - Pork w/red chili, Chicken w/green chili, Cheese with Jalapeños, Potato with Jalapeños and Veggies.  She also will take a special order like Chicken with Jalapeños or Pork with green chili with four days' notice.  She has frozen and fresh tamales, so you can also pick up ones that are not on the menu in a frozen condition.

The standard daily offering at her little stand is pork with red sauce and chicken with green sauce.  In addition to tamales, she offers tacos, enchiladas, burritos and quesadillas.  The fillings are Chicken, Asada, Adobada and Cheese served with rice and beans.  

The masa is smooth and pale.  The tamale fillings are very generous.  She has three heat levels of salsa to go with the food and I found the hot to be delicious.  I detected habanero in it - yum.",3,2,2,2020-12-29,-nHUAn6IfY2U-Joq7CuLEQ,Boise,IN,43.588724,-116.2774152,"7609 W Overland Rd, Unit 130",Negativo
0ZPEH-RbfDd8yKi7SG-M0A,Mi Lindo Pénjamo Food Truck,"Tacos, Food, Food Trucks, Restaurants, Mexican",5.0,"This truck is amazing!!! First I saw my friends Instagram and it looked soooo good so, I went to the location the food truck is at and got two carne asadas and Al Pastor tacos. I also got consommé. I will Definitely be back! The people in the truck were nice too.  telling all my friends about this one",1,0,0,2020-10-05,Z6ZNKzmL43ZLtqwV2EIMvA,Indianapolis,FL,39.8975458,-86.2164638,7910 North Michigan Rd,Positivo
Tm1-GfbxXnpw6cPO_Vh7jQ,Xilo Mexican,"Restaurants, Breakfast & Brunch, Coffee & Tea, Food, Mexican",5.0,"I love Mexican food so I was excited about trying their menu.  I ordered the Rib Eye Chimichurri, avocado crema bowl. The price was $15 which isn't bad for the amount of food you get. The quality of the steak was really good. I chose yellow rice as the base then topped my bowl with chimichurri sauce. I didn't order any add ons this time but the pork belly would be an option for me. You can also add either a poached or fried egg or extra protein to the bowl.  I will definitely return to order the empanadas that beat Bobby Flay and tacos. If you have a sweet tooth, try their churro sundae or mini churros. 

Can't wait to bring my husband with me next time for date night. He's going to enjoy everything on the menu.",1,0,0,2020-03-14,K5JcB76qXS_sal7jZjGy8g,Tampa,FL,27.9597371,-82.459973,1701 N Franklin St,Positivo
xO87Jp6QOLFIPmoVKSJb5A,Taqueria El Rapido,"Mexican, Restaurants",5.0,When they told me about this place I didn't think it was going to be good because of the area but Omg  the food amazing! Best taqueria place since I moved from LA 5 years ago finally!,0,0,0,2021-03-13,55eKtxmVJ3tljAuqNRJaOQ,Tucson,FL,32.1993,-110.973369,301 W. 29th St,Positivo
gAiAwgSFAzT2yFXyL6dVcg,Moe's Southwest Grill,"Tex-Mex, Specialty Food, Mexican, Food, Restaurants",3.0,Food was predictable. Service was good. Bathroom was a little dirty. Prep areas looked clean. Quick stop on way home from beach. Better than McDonalds.,0,0,0,2021-07-31,K8jRFARm70cj6ibmJF6RqQ,Wilmington,LA,39.7227638731,-75.6621110124,4717 Kirkwood Hwy,Positivo
nP36fO128PncgslU-KN8PQ,Los Betos Mexican Food,"Restaurants, Mexican",5.0,I love their portions and prices and the food taste delicious. They used to have an awesome salsa and chip bar before the Pandemic so not sure if that's still up since I've only been using the drive thru but worth checking out!!,0,0,0,2020-08-15,Ugu6q4vHf8C5g8Gy2xelQQ,Tucson,IN,32.2358302,-110.929074,2910 E Speedway Blvd,Positivo
1Uj_Ob1C2z5Ykx-WHorjWQ,Bubbakoo's Burritos,"American (Traditional), Mexican, Tacos, Tex-Mex, Vegetarian, Restaurants, New Mexican Cuisine",5.0,"Short and simple 5 star service and food.   I've been there twice and will be back.  Highly recommended.

Keep it going.",1,0,0,2020-12-05,iWYpLH3KZXkWCQvTNWSoEg,Cherry Hill,PA,39.9480046,-75.0283944,56 Haddonfield Rd,Positivo
IJ3Zy4pqsUw_HjjFm0iL_w,Taco Bell,"Fast Food, Restaurants, Mexican",5.0,When I was younger there was a Taco Bell up by the Raleys near the summit so glad they opened another one,0,0,0,2021-09-17,ThZ8gznw0f3Kq_kZWMwlAg,Reno,MO,39.4034352664,-119.740276794,11775 Veterans Pkwy,Positivo
IDyJPdJ-zTXJ_FSSOMOgbg,Taco's To Go,"Restaurants, Mexican, Food, Beer, Wine & Spirits",5.0,"Best nachos in Carp! I usually get the nachos and my husband will get the torta. Large portions and tastes amazing. Must try if you are looking for easy, to-go Mexican food in the area.",0,0,0,2021-03-26,_TEWzVa4hgOxTUnXI0QK-g,Carpinteria,FL,34.3973934,-119.5199812,794 Linden Ave,Positivo
0Lsuuvz1_qdspiwBehdszg,Las Cabanas,"Restaurants, Local Flavor, Mexican",5.0,"Amazing food! 
I usually order the torta de milanesa de pollo and it is boom! 
Their sopa de res is amazing! Such great flavor!",0,0,0,2020-09-26,7s4nbNutNVJ2Y5A5ldV7lA,Camden,PA,39.947020917,-75.0803300366,3038 Federal St,Positivo
C-9LDLDx0n2_3VPddBsGwA,Tucson Tamale Company,"Mexican, Gluten-Free, Vegetarian, Restaurants",5.0,"When done right, Tucson Tamales are divine, absolute perfection. My favorite it a black bean and cheese with pico de gallo and Colettes green salsa. The spices, flavors, and textures are a must try!",2,0,2,2021-06-19,zdPiIq4zWaUeE7RFBbBZdQ,Tucson,IN,32.2523312385,-110.8393861927,7159 E Tanque Verde Rd,Positivo
ChMvzo7WYSZzxlwGMS7CFA,Dos Gringos Mexican Kitchen,"Mexican, Restaurants, Spanish, Latin American",4.0,"Staff was very friendly and food was great.  The fajitas and Surf & Turf burrito were not only very good, the portions were huge and price was reasonable.  We liked that it was BYOT and they had some great mixers.  We will be going back again.",0,0,0,2021-08-06,CXJJwVP_2BOnPlDOdh3YuA,Media,AZ,39.9177695,-75.3909661,113 S Olive St,Positivo
9Kc8kccL0kkAyReycrr4EA,El Rey de Oros,"Latin American, Vegetarian, Mexican, Salvadoran, Restaurants",5.0,"3 years ago, my wife and I couldn't get seated at our regular Mexican restaurant, so we pulled out our phones and looked for another one. When we found Oros, we didn't know what to expect, but immediately had a new favorite Mexican restaurant. For people looking for authentic Mexican, you can't just go to a chain, this is the only place in town to get Mexican food with actual flavor. Every time you go there's something else to try! It's never a huge crowd, and the staff are very attentive. Affordable, delicious, and so many options. It may not catch your eye from the outside, but if you wander in you'll get snagged.",2,1,1,2020-02-02,Dftd3u_Xp_hHDLl9rAUmjA,Hatboro,LA,40.1839881872,-75.116294073,112 W Moreland Ave,Positivo
cWJ0UPiQZIYNCT-kPOWarA,California Tortilla,"Food, Mexican, Desserts, Restaurants, Tex-Mex, Salad, Tacos",5.0,"My one quibble? Their website forms don't have clear borders.  That's it!  The ordering was easy, the extras and comments were easy and followed through on.  The flavors and options were excellent.  I put in my order, walked in, grabbed my bag, and still warm and fresh when I got home.  Couldn't ask for more and nailed the order.  For an american mexican mix burrito bowl place- hits the mark!",0,0,0,2021-06-01,4rrK8opMym8ZsiaasWYpww,Exton,LA,40.022951,-75.628505,284 Main St,Positivo
pxsZr8IbKE8rjJyOnLL1wA,El Maguey,"Restaurants, Mexican",4.0,Great Mexican food. The only reason I give them four stars is because the service was a little slow and the waiter we had was not the friendliest. I tried one of their new burritos and it was bomb!,0,0,0,2020-09-12,BnPu4ah4HY3rjOV8r4QHdw,Ballwin,IN,38.5937003,-90.5217866,14501 Manchester Rd,Positivo
Qz3C8vNPH13ao-D4VE5DoA,Los Betos,"Leather Goods, Shopping, Food, Fashion, Restaurants, Tacos, Grocery, Salad, Mexican, Desserts",5.0,"I could eat your bean and cheese burritos everyday for the rest of my life. And I plan on it,"".",0,0,0,2020-11-19,ReOu9XRQNF-aiYdjS7xHZA,Tucson,MO,32.2502438,-110.9142582,3680 E Grant Rd,Negativo
DuB7JAFDaR6RUJRLU1Avbw,Chipotle Mexican Grill,"Restaurants, Fast Food, Mexican",5.0,"This location has it together. Ordered via the app and had no problems. When I walked up to the ""to-go"" shelf, where I expected my order to be waiting, the person working there asked for my name and said she had just finished preparing my order. Very friendly. Will absolutely go back as some of the other locations I usually go to have been slacking lately.

The downside, which isn't really their fault, is parking/traffic in the front lot can be tight during peak times.",0,0,0,2020-09-05,I0UKfp5Cl4trS1vRzZiiAA,Nashville,FL,36.1472009,-86.798874,400 21st Ave S,Negativo
2OJqIloZMAZXCW3uzF8jJw,El Sitio,"Ethnic Food, Restaurants, Mexican, Specialty Food, Imported Food, Food",5.0,I've been going to el sito for years now and I will be going for the rest of my life. The torta de pollo is my absolute favorite! The staff is always efficient and friendly. Can never go wrong with choosing El Sitio.,0,0,0,2020-07-03,7LrcDD1EgVMt9Z0CduRJKg,Santa Barbara,FL,34.4249436,-119.6711303,138 S Salinas St,Positivo
CaVRUFmRji59rQUmaAbOhQ,Taco Bell,"Tex-Mex, Fast Food, Restaurants, Tacos, Mexican",4.0,Food was probably the best I've had from taco bell! The 5 layer burrito was the most perfectly rolled burrito I have definitely ever had! Probably made better by 20 minutes across the street at the golden arches (a review for another night) the nacho bell grande were great add steak and extra cheese despite being about 30 minutes old by the time I got home to eat them. The girl at the window was pleasant and seemed to care about her job. She was very young so maybe this is her first job! Should have got her name to drop. Sorry blonde 16 maybe 17 year old girl!  Sure everyone there knows who you are. Great job taco bell!,0,0,0,2021-09-23,XleKHeNDmPIxdAaapdVBaw,Port Richey,MO,28.32928,-82.69859,11818 U.S. Highway 19,Positivo
bliETqSXwJ9_I0yR4R5prw,Chipotle Mexican Grill,"Mexican, Restaurants, Fast Food",3.0,This particular Chipotle seems to be out of ingredients a lot. Got take out here on Monday and they had the cauliflower rice (which they were out of last time). There is an up charge of $2 and you get half as much (compared to if you ordered rice). It was good but Seems overpriced for the portion. My family loves Chipotle so we will go back. Their guacamole is really good.,0,0,0,2021-01-26,Z9iuQSZBKagsP3r06QFjMw,Brandon,IN,27.8931824,-82.2723949,829 E Bloomingdale Ave,Positivo
58k-qntpJFpyNFk09BGTzw,Chipotle Mexican Grill,"Mexican, Restaurants, Fast Food",5.0,"Since my last review of the Chipotle on N. Eagle Rd was a brutally honest one, I wanted this review to be the same.

After getting burned at the Meridian Chipotle location, I thought going to this one would be a bust.. I was wrong! 

It's obvious that this store has their sh*t together. It was clean, food was fresh, they were fast and the employees moral was a drastic improvement from the last store! The young man who helped me was kind, energetic and asked me if my burrito bowl looked good. Great service!

They definitely had good vibes and I thought it was important to commend them on that, since my last Chipotle experience was a nightmare.",0,0,0,2020-02-27,q9aETs3updD5EjSPvZfamw,Boise,PA,43.606686,-116.2823,205 N Milwaukee St,Positivo
SqOU863FDRa10BaDCppljw,Chipotle Mexican Grill,"Restaurants, Fast Food, Mexican",5.0,"Since starting the keto diet its been hard to return to eating out most places I usually frequent, but not here! They actually have keto bowls! I love when restaurants have specialty diet friendly choices on the menu and you don't have to think about it yourself! I've always loved Chipotle but I love it even more now! In case you were curious its a salad bowl, with whatever protein you like (I ALWAYS choose chicken!) cheese, guacamole, and red salsa! Its awesome to be able to eat out with friends or participate in being too lazy to cook from time to time without having to stop a bunch of different places!",1,0,1,2020-08-15,EIgt7MlXeYgTZrYfBhbVXA,Clearwater,IN,27.916844,-82.731445,5360 E Bay Dr,Positivo
2h10228FGBXalIvesfeNQA,Taqueria El Dolar,"Food, Food Trucks, Tacos, Restaurants, Mexican",5.0,"This place is simply the best. I consider myself a a street taco connoisseur as i've tried nearly every Mexican place around and nothing has topped Taqueria El Dolar. The food is absolutely delicious, the people are always incredibly kind, and the price is very cheap for what you get. Seriously check this place out, you won't be disappointed!",0,0,0,2020-12-01,6O9hYUUPneXuXarRZUUfGA,Nashville,TN,36.1767557908,-86.7753467368,240 N 1st St,Positivo
OaNcbVVhPdibnBCQxbBS7Q,Ana's Mexican Restaurant,"Restaurants, Mexican",5.0,"Don't let the appearance fool you. If you like Mexican food this is a must try.  Absolutely awesome and cheap.  Two adult men ate a great lunch with a good tip for 21$. Everything is home made, chips are hot and fresh l, so are tortillas. 

There's nothing there that I've tried that was not amazing.  Staff is nice and friendly too.  If I'm ever in the area, this is where I'm going. Indoor and outdoor seating.

It's cash only so plan accordingly.",0,0,0,2020-05-22,Usql0l5FmRvm6PW1NLuqRg,Wimauma,AZ,27.7122719,-82.3017092,5705 State Rd 674,Positivo
42iv8H7NqN1f9fSz_NPf4g,El Boom Catracho,"Latin American, Spanish, American (Traditional), Chicken Wings, Restaurants, Mexican",5.0,"Found this spot when I was hangry and hunting for the quickest delivery option I could find. Living near Columbus the list is usually limited to the nearby fast food chains when I saw a new addition!

The huarache (a dish I hadn't tried before) caught my eye and I decided to give it a go. BEST Mexican food I've had in a really long time. I introduced my boyfriend to it the next day and he loved it so much we tried to order it again for lunch but sadly the restaurant was closed.

My only complaint is that it's not a a few blocks closer so I could walk to it!",0,0,0,2021-12-10,d8tmgYih6BvSgLCdYwbl9A,Philadelphia,PA,39.9358187,-75.1686973,1438 Federal St,Positivo
